"Wavelength (nm)","298805 %T (Unpolarized)","298805 OD (Unpolarized)"
"834.00","-5.89106E-05","37.00000"
"834.50","-3.34647E-05","37.00000"
"835.00","-8.02032E-06","37.00000"
"835.50","6.94884E-06","7.15809"
"836.00","2.19174E-05","6.65921"
"836.50","2.07713E-06","7.68254"
"837.00","-1.77629E-05","37.00000"
"837.50","-1.34330E-06","37.00000"
"838.00","1.50766E-05","6.82170"
"838.50","2.13364E-06","7.67088"
"839.00","-1.08074E-05","37.00000"
"839.50","-1.44935E-05","37.00000"
"840.00","-1.81794E-05","37.00000"
"840.50","-9.29789E-06","37.00000"
"841.00","-4.16529E-07","37.00000"
"841.50","3.89800E-06","7.40916"
"842.00","8.21248E-06","7.08553"
"842.50","8.25918E-06","7.08306"
"843.00","8.30588E-06","7.08061"
"843.50","1.04239E-05","6.98197"
"844.00","1.25419E-05","6.90164"
"844.50","5.90303E-07","8.22893"
"845.00","-1.13604E-05","37.00000"
"845.50","-4.53548E-06","37.00000"
"846.00","2.28921E-06","7.64031"
"846.50","1.21453E-05","6.91559"
"847.00","2.19997E-05","6.65758"
"847.50","5.57830E-06","7.25350"
"848.00","-1.08418E-05","37.00000"
"848.50","8.67580E-06","7.06169"
"849.00","2.81926E-05","6.54986"
"849.50","1.99089E-06","7.70095"
"850.00","-2.42071E-05","37.00000"
"850.50","1.14812E-06","7.94001"
"851.00","2.65021E-05","6.57672"
"851.50","2.30271E-05","6.63776"
"852.00","1.95525E-05","6.70880"
"852.50","2.05980E-05","6.68617"
"853.00","2.16434E-05","6.66467"
"853.50","1.01589E-05","6.99315"
"854.00","-1.32519E-06","37.00000"
"854.50","1.10032E-05","6.95848"
"855.00","2.33304E-05","6.63208"
"855.50","1.56716E-05","6.80489"
"856.00","8.01385E-06","7.09616"
"856.50","1.08470E-05","6.96469"
"857.00","1.36800E-05","6.86391"
"857.50","2.52654E-05","6.59747"
"858.00","3.68497E-05","6.43357"
"858.50","2.60503E-05","6.58419"
"859.00","1.52520E-05","6.81667"
"859.50","9.04188E-06","7.04374"
"860.00","2.83259E-06","7.54782"
"860.50","1.97933E-05","6.70348"
"861.00","3.67524E-05","6.43471"
"861.50","2.35958E-05","6.62717"
"862.00","1.04408E-05","6.98127"
"862.50","1.17221E-05","6.93099"
"863.00","1.30033E-05","6.88595"
"863.50","1.40014E-05","6.85383"
"864.00","1.49993E-05","6.82393"
"864.50","1.67917E-05","6.77491"
"865.00","1.85838E-05","6.73087"
"865.50","1.40818E-05","6.85134"
"866.00","9.58014E-06","7.01863"
"866.50","1.33570E-05","6.87429"
"867.00","1.71335E-05","6.76615"
"867.50","1.76639E-05","6.75291"
"868.00","1.81943E-05","6.74006"
"868.50","1.76459E-05","6.75336"
"869.00","1.70976E-05","6.76706"
"869.50","9.59985E-06","7.01774"
"870.00","2.10294E-06","7.67717"
"870.50","9.72838E-06","7.01196"
"871.00","1.73525E-05","6.76064"
"871.50","2.00954E-05","6.69690"
"872.00","2.28382E-05","6.64134"
"872.50","1.09993E-05","6.95863"
"873.00","-8.38075E-07","37.00000"
"873.50","9.06175E-06","7.04279"
"874.00","1.89595E-05","6.72217"
"874.50","1.68376E-05","6.77372"
"875.00","1.47158E-05","6.83222"
"875.50","8.98497E-06","7.04648"
"876.00","3.25456E-06","7.48751"
"876.50","1.95293E-05","6.70931"
"877.00","3.58018E-05","6.44610"
"877.50","2.96691E-05","6.52770"
"878.00","2.35373E-05","6.62824"
"878.50","2.13221E-05","6.67117"
"879.00","1.91073E-05","6.71880"
"879.50","2.43036E-05","6.61433"
"880.00","2.94994E-05","6.53019"
"880.50","2.50584E-05","6.60105"
"881.00","2.06181E-05","6.68575"
"881.50","2.13149E-05","6.67132"
"882.00","2.20117E-05","6.65735"
"882.50","3.60724E-05","6.44282"
"883.00","5.01322E-05","6.29988"
"883.50","4.34531E-05","6.36198"
"884.00","3.67752E-05","6.43444"
"884.50","3.83180E-05","6.41660"
"885.00","3.98606E-05","6.39946"
"885.50","2.79207E-05","6.55407"
"886.00","1.59815E-05","6.79638"
"886.50","2.33621E-05","6.63149"
"887.00","3.07415E-05","6.51227"
"887.50","2.19616E-05","6.65834"
"888.00","1.31822E-05","6.88001"
"888.50","1.47169E-05","6.83218"
"889.00","1.62514E-05","6.78911"
"889.50","1.38127E-05","6.85972"
"890.00","1.13747E-05","6.94406"
"890.50","8.76863E-06","7.05707"
"891.00","6.16291E-06","7.21021"
"891.50","8.75739E-06","7.05763"
"892.00","1.13515E-05","6.94495"
"892.50","8.34917E-06","7.07836"
"893.00","5.34752E-06","7.27185"
"893.50","8.70490E-06","7.06024"
"894.00","1.20618E-05","6.91859"
"894.50","7.34868E-06","7.13379"
"895.00","2.63624E-06","7.57902"
"895.50","2.45035E-06","7.61077"
"896.00","2.26449E-06","7.64503"
"896.50","3.45668E-06","7.46134"
"897.00","4.64875E-06","7.33266"
"897.50","1.57468E-05","6.80281"
"898.00","2.68424E-05","6.57118"
"898.50","1.89059E-05","6.72340"
"899.00","1.09706E-05","6.95977"
"899.50","1.50801E-05","6.82160"
"900.00","1.91892E-05","6.71694"
"900.50","2.33172E-05","6.63232"
"901.00","2.74442E-05","6.56155"
"901.50","2.66757E-05","6.57388"
"902.00","2.59073E-05","6.58658"
"902.50","2.63045E-05","6.57997"
"903.00","2.67016E-05","6.57346"
"903.50","2.76566E-05","6.55820"
"904.00","2.86115E-05","6.54346"
"904.50","3.24998E-05","6.48812"
"905.00","3.63878E-05","6.43904"
"905.50","3.33789E-05","6.47653"
"906.00","3.03708E-05","6.51754"
"906.50","3.84999E-05","6.41454"
"907.00","4.66282E-05","6.33135"
"907.50","4.31112E-05","6.36541"
"908.00","3.95946E-05","6.40236"
"908.50","4.74936E-05","6.32336"
"909.00","5.53908E-05","6.25656"
"909.50","5.74165E-05","6.24096"
"910.00","5.94421E-05","6.22591"
"910.50","6.02354E-05","6.22015"
"911.00","6.10286E-05","6.21447"
"911.50","6.57414E-05","6.18216"
"912.00","7.04532E-05","6.15210"
"912.50","6.71518E-05","6.17294"
"913.00","6.38507E-05","6.19483"
"913.50","6.61796E-05","6.17928"
"914.00","6.85083E-05","6.16426"
"914.50","6.70856E-05","6.17337"
"915.00","6.56630E-05","6.18268"
"915.50","6.90433E-05","6.16088"
"916.00","7.24230E-05","6.14012"
"916.50","7.32731E-05","6.13506"
"917.00","7.41231E-05","6.13005"
"917.50","7.05569E-05","6.15146"
"918.00","6.69912E-05","6.17398"
"918.50","6.99258E-05","6.15536"
"919.00","7.28599E-05","6.13751"
"919.50","6.55332E-05","6.18354"
"920.00","5.82071E-05","6.23502"
"920.50","5.95082E-05","6.22542"
"921.00","6.08091E-05","6.21603"
"921.50","6.06738E-05","6.21700"
"922.00","6.05386E-05","6.21797"
"922.50","6.22077E-05","6.20616"
"923.00","6.38766E-05","6.19466"
"923.50","5.90688E-05","6.22864"
"924.00","5.42620E-05","6.26550"
"924.50","5.60789E-05","6.25120"
"925.00","5.78953E-05","6.23736"
"925.50","5.88090E-05","6.23056"
"926.00","5.97225E-05","6.22386"
"926.50","5.62737E-05","6.24969"
"927.00","5.28259E-05","6.27715"
"927.50","4.95108E-05","6.30530"
"928.00","4.61968E-05","6.33539"
"928.50","4.53697E-05","6.34323"
"929.00","4.45428E-05","6.35122"
"929.50","4.84148E-05","6.31502"
"930.00","5.22859E-05","6.28162"
"930.50","4.85971E-05","6.31339"
"931.00","4.49098E-05","6.34766"
"931.50","4.59904E-05","6.33733"
"932.00","4.70708E-05","6.32725"
"932.50","4.60567E-05","6.33671"
"933.00","4.50429E-05","6.34637"
"933.50","4.67244E-05","6.33046"
"934.00","4.84054E-05","6.31511"
"934.50","5.01159E-05","6.30002"
"935.00","5.18256E-05","6.28546"
"935.50","5.58036E-05","6.25334"
"936.00","5.97795E-05","6.22345"
"936.50","6.19017E-05","6.20830"
"937.00","6.40233E-05","6.19366"
"937.50","6.44691E-05","6.19065"
"938.00","6.49148E-05","6.18766"
"938.50","6.67928E-05","6.17527"
"939.00","6.86698E-05","6.16323"
"939.50","7.16309E-05","6.14490"
"940.00","7.45909E-05","6.12731"
"940.50","7.49845E-05","6.12503"
"941.00","7.53779E-05","6.12276"
"941.50","8.01601E-05","6.09604"
"942.00","8.49406E-05","6.07088"
"942.50","8.48140E-05","6.07153"
"943.00","8.46875E-05","6.07218"
"943.50","8.35137E-05","6.07824"
"944.00","8.23404E-05","6.08439"
"944.50","8.28515E-05","6.08170"
"945.00","8.33624E-05","6.07903"
"945.50","8.28119E-05","6.08191"
"946.00","8.22616E-05","6.08480"
"946.50","8.49724E-05","6.07072"
"947.00","8.76817E-05","6.05709"
"947.50","8.59388E-05","6.06581"
"948.00","8.41966E-05","6.07471"
"948.50","8.46566E-05","6.07234"
"949.00","8.51165E-05","6.06999"
"949.50","8.67406E-05","6.06178"
"950.00","8.83640E-05","6.05372"
"950.50","8.42749E-05","6.07430"
"951.00","8.01878E-05","6.09589"
"951.50","8.18814E-05","6.08681"
"952.00","8.35746E-05","6.07793"
"952.50","8.32566E-05","6.07958"
"953.00","8.29388E-05","6.08124"
"953.50","8.23264E-05","6.08446"
"954.00","8.17143E-05","6.08770"
"954.50","7.88630E-05","6.10313"
"955.00","7.60128E-05","6.11911"
"955.50","7.66071E-05","6.11573"
"956.00","7.72012E-05","6.11238"
"956.50","7.88262E-05","6.10333"
"957.00","8.04503E-05","6.09447"
"957.50","7.81498E-05","6.10707"
"958.00","7.58499E-05","6.12004"
"958.50","7.87565E-05","6.10371"
"959.00","8.16621E-05","6.08798"
"959.50","7.88901E-05","6.10298"
"960.00","7.61199E-05","6.11850"
"960.50","7.78264E-05","6.10887"
"961.00","7.95325E-05","6.09946"
"961.50","7.67988E-05","6.11465"
"962.00","7.40664E-05","6.13038"
"962.50","7.32364E-05","6.13527"
"963.00","7.24069E-05","6.14022"
"963.50","7.31056E-05","6.13605"
"964.00","7.38042E-05","6.13192"
"964.50","7.56524E-05","6.12118"
"965.00","7.74998E-05","6.11070"
"965.50","7.64460E-05","6.11665"
"966.00","7.53927E-05","6.12267"
"966.50","7.37799E-05","6.13206"
"967.00","7.21674E-05","6.14166"
"967.50","7.49490E-05","6.12523"
"968.00","7.77293E-05","6.10942"
"968.50","7.71004E-05","6.11294"
"969.00","7.64716E-05","6.11650"
"969.50","7.73912E-05","6.11131"
"970.00","7.83107E-05","6.10618"
"970.50","7.88697E-05","6.10309"
"971.00","7.94284E-05","6.10002"
"971.50","8.21214E-05","6.08554"
"972.00","8.48140E-05","6.07153"
"972.50","8.29370E-05","6.08125"
"973.00","8.10608E-05","6.09119"
"973.50","8.14339E-05","6.08919"
"974.00","8.18068E-05","6.08721"
"974.50","8.31319E-05","6.08023"
"975.00","8.44570E-05","6.07336"
"975.50","8.46300E-05","6.07248"
"976.00","8.48030E-05","6.07159"
"976.50","7.82074E-05","6.10675"
"977.00","7.16134E-05","6.14501"
"977.50","7.41895E-05","6.12966"
"978.00","7.67653E-05","6.11484"
"978.50","7.56542E-05","6.12117"
"979.00","7.45435E-05","6.12759"
"979.50","7.05723E-05","6.15137"
"980.00","6.66015E-05","6.17652"
"980.50","6.19949E-05","6.20764"
"981.00","5.73900E-05","6.24116"
"981.50","5.82044E-05","6.23504"
"982.00","5.90186E-05","6.22901"
"982.50","5.65308E-05","6.24771"
"983.00","5.40433E-05","6.26726"
"983.50","5.13005E-05","6.28988"
"984.00","4.85586E-05","6.31373"
"984.50","4.83368E-05","6.31572"
"985.00","4.81150E-05","6.31772"
"985.50","4.60588E-05","6.33669"
"986.00","4.40030E-05","6.35652"
"986.50","4.52903E-05","6.34399"
"987.00","4.65774E-05","6.33182"
"987.50","4.51080E-05","6.34575"
"988.00","4.36387E-05","6.36013"
"988.50","4.18218E-05","6.37860"
"989.00","4.00054E-05","6.39788"
"989.50","4.11820E-05","6.38529"
"990.00","4.23583E-05","6.37306"
"990.50","4.13224E-05","6.38381"
"991.00","4.02868E-05","6.39484"
"991.50","4.20369E-05","6.37637"
"992.00","4.37868E-05","6.35866"
"992.50","4.12457E-05","6.38462"
"993.00","3.87050E-05","6.41223"
"993.50","4.08388E-05","6.38893"
"994.00","4.29725E-05","6.36681"
"994.50","4.54576E-05","6.34239"
"995.00","4.79422E-05","6.31928"
"995.50","4.58395E-05","6.33876"
"996.00","4.37369E-05","6.35915"
"996.50","4.80970E-05","6.31788"
"997.00","5.24567E-05","6.28020"
"997.50","5.24079E-05","6.28060"
"998.00","5.23591E-05","6.28101"
"998.50","5.45707E-05","6.26304"
"999.00","5.67821E-05","6.24579"
"999.50","6.13271E-05","6.21235"
"1000.00","6.58716E-05","6.18130"
"1000.50","6.79851E-05","6.16759"
"1001.00","7.00984E-05","6.15429"
"1001.50","7.49527E-05","6.12521"
"1002.00","7.98068E-05","6.09796"
"1002.50","8.02431E-05","6.09559"
"1003.00","8.06794E-05","6.09324"
"1003.50","8.90433E-05","6.05040"
"1004.00","9.74061E-05","6.01141"
"1004.50","1.00711E-04","5.99692"
"1005.00","1.04016E-04","5.98290"
"1005.50","1.07582E-04","5.96826"
"1006.00","1.11147E-04","5.95410"
"1006.50","1.18701E-04","5.92555"
"1007.00","1.26255E-04","5.89875"
"1007.50","1.36279E-04","5.86557"
"1008.00","1.46301E-04","5.83475"
"1008.50","1.56518E-04","5.80544"
"1009.00","1.66733E-04","5.77798"
"1009.50","1.77464E-04","5.75089"
"1010.00","1.88195E-04","5.72539"
"1010.50","2.06441E-04","5.68520"
"1011.00","2.24686E-04","5.64842"
"1011.50","2.42641E-04","5.61504"
"1012.00","2.60594E-04","5.58404"
"1012.50","2.76012E-04","5.55907"
"1013.00","2.91431E-04","5.53546"
"1013.50","3.16320E-04","5.49987"
"1014.00","3.41209E-04","5.46698"
"1014.50","3.73498E-04","5.42771"
"1015.00","4.05787E-04","5.39170"
"1015.50","4.39710E-04","5.35683"
"1016.00","4.73632E-04","5.32456"
"1016.50","5.19177E-04","5.28468"
"1017.00","5.64722E-04","5.24817"
"1017.50","6.16800E-04","5.20986"
"1018.00","6.68880E-04","5.17465"
"1018.50","7.35305E-04","5.13353"
"1019.00","8.01725E-04","5.09597"
"1019.50","8.70532E-04","5.06022"
"1020.00","9.39336E-04","5.02718"
"1020.50","1.02849E-03","4.98780"
"1021.00","1.11765E-03","4.95169"
"1021.50","1.21243E-03","4.91634"
"1022.00","1.30721E-03","4.88365"
"1022.50","1.41627E-03","4.84885"
"1023.00","1.52533E-03","4.81664"
"1023.50","1.65082E-03","4.78230"
"1024.00","1.77631E-03","4.75048"
"1024.50","1.90395E-03","4.72034"
"1025.00","2.03160E-03","4.69216"
"1025.50","2.17715E-03","4.66211"
"1026.00","2.32270E-03","4.63401"
"1026.50","2.47000E-03","4.60730"
"1027.00","2.61731E-03","4.58214"
"1027.50","2.76775E-03","4.55787"
"1028.00","2.91820E-03","4.53488"
"1028.50","3.07204E-03","4.51257"
"1029.00","3.22590E-03","4.49135"
"1029.50","3.38948E-03","4.46987"
"1030.00","3.55305E-03","4.44940"
"1030.50","3.71351E-03","4.43022"
"1031.00","3.87399E-03","4.41184"
"1031.50","4.04511E-03","4.39307"
"1032.00","4.21623E-03","4.37508"
"1032.50","4.40436E-03","4.35612"
"1033.00","4.59250E-03","4.33795"
"1033.50","4.79423E-03","4.31928"
"1034.00","4.99597E-03","4.30138"
"1034.50","5.22601E-03","4.28183"
"1035.00","5.45602E-03","4.26312"
"1035.50","5.73124E-03","4.24175"
"1036.00","6.00646E-03","4.22138"
"1036.50","6.32187E-03","4.19915"
"1037.00","6.63732E-03","4.17801"
"1037.50","7.01846E-03","4.15376"
"1038.00","7.39960E-03","4.13079"
"1038.50","7.87238E-03","4.10389"
"1039.00","8.34518E-03","4.07856"
"1039.50","8.91230E-03","4.05001"
"1040.00","9.47944E-03","4.02322"
"1040.50","1.01826E-02","3.99214"
"1041.00","1.08857E-02","3.96314"
"1041.50","1.17866E-02","3.92861"
"1042.00","1.26875E-02","3.89662"
"1042.50","1.38138E-02","3.85969"
"1043.00","1.49403E-02","3.82564"
"1043.50","1.63704E-02","3.78594"
"1044.00","1.78007E-02","3.74956"
"1044.50","1.96407E-02","3.70684"
"1045.00","2.14810E-02","3.66795"
"1045.50","2.39230E-02","3.62118"
"1046.00","2.63651E-02","3.57897"
"1046.50","2.95803E-02","3.52900"
"1047.00","3.27958E-02","3.48418"
"1047.50","3.71108E-02","3.43050"
"1048.00","4.14262E-02","3.38272"
"1048.50","4.74715E-02","3.32357"
"1049.00","5.35170E-02","3.27151"
"1049.50","6.19143E-02","3.20821"
"1050.00","7.03112E-02","3.15298"
"1050.50","8.24997E-02","3.08355"
"1051.00","9.46881E-02","3.02370"
"1051.50","1.13290E-01","2.94581"
"1052.00","1.31892E-01","2.87978"
"1052.50","1.60878E-01","2.79350"
"1053.00","1.89867E-01","2.72155"
"1053.50","2.37316E-01","2.62467"
"1054.00","2.84766E-01","2.54551"
"1054.50","3.68702E-01","2.43332"
"1055.00","4.52641E-01","2.34425"
"1055.50","5.86002E-01","2.23210"
"1056.00","7.19374E-01","2.14305"
"1056.50","9.12702E-01","2.03967"
"1057.00","6.34687E-01","2.19744"
"1057.50","8.50904E-01","2.07012"
"1058.00","1.06713E+00","1.97178"
"1058.50","1.46513E+00","1.83412"
"1059.00","1.86315E+00","1.72975"
"1059.50","2.47841E+00","1.60583"
"1060.00","3.09372E+00","1.50952"
"1060.50","3.66043E+00","1.43647"
"1061.00","4.22716E+00","1.37395"
"1061.50","4.17896E+00","1.37893"
"1062.00","4.13076E+00","1.38397"
"1062.50","3.65246E+00","1.43741"
"1063.00","3.17410E+00","1.49838"
"1063.50","2.74789E+00","1.56100"
"1064.00","2.32166E+00","1.63420"
"1064.50","2.04190E+00","1.68997"
"1065.00","1.76213E+00","1.75396"
"1065.50","1.59275E+00","1.79785"
"1066.00","1.42337E+00","1.84668"
"1066.50","1.32081E+00","1.87916"
"1067.00","1.21824E+00","1.91427"
"1067.50","1.15657E+00","1.93683"
"1068.00","1.09490E+00","1.96063"
"1068.50","1.06107E+00","1.97426"
"1069.00","1.02724E+00","1.98833"
"1069.50","1.01351E+00","1.99417"
"1070.00","9.99769E-01","2.00010"
"1070.50","1.00218E+00","1.99905"
"1071.00","1.00459E+00","1.99801"
"1071.50","1.02062E+00","1.99114"
"1072.00","1.03665E+00","1.98437"
"1072.50","1.06603E+00","1.97223"
"1073.00","1.09541E+00","1.96042"
"1073.50","1.13848E+00","1.94367"
"1074.00","1.18155E+00","1.92755"
"1074.50","1.23539E+00","1.90820"
"1075.00","1.28923E+00","1.88967"
"1075.50","1.35259E+00","1.86883"
"1076.00","1.41595E+00","1.84895"
"1076.50","1.48688E+00","1.82772"
"1077.00","1.55782E+00","1.80748"
"1077.50","1.63009E+00","1.78779"
"1078.00","1.70236E+00","1.76895"
"1078.50","1.76925E+00","1.75221"
"1079.00","1.83614E+00","1.73609"
"1079.50","1.89468E+00","1.72246"
"1080.00","1.95322E+00","1.70925"
"1080.50","2.00008E+00","1.69895"
"1081.00","2.04694E+00","1.68889"
"1081.50","2.08473E+00","1.68095"
"1082.00","2.12251E+00","1.67315"
"1082.50","2.15816E+00","1.66592"
"1083.00","2.19381E+00","1.65880"
"1083.50","2.23774E+00","1.65019"
"1084.00","2.28167E+00","1.64175"
"1084.50","2.34449E+00","1.62995"
"1085.00","2.40731E+00","1.61847"
"1085.50","2.50675E+00","1.60089"
"1086.00","2.60618E+00","1.58400"
"1086.50","2.76592E+00","1.55816"
"1087.00","2.92565E+00","1.53378"
"1087.50","3.18129E+00","1.49740"
"1088.00","3.43697E+00","1.46382"
"1088.50","3.86616E+00","1.41272"
"1089.00","4.29518E+00","1.36702"
"1089.50","5.09630E+00","1.29275"
"1090.00","5.89737E+00","1.22934"
"1090.50","7.51438E+00","1.12411"
"1091.00","9.13153E+00","1.03946"
"1091.50","1.31466E+01","0.88119"
"1092.00","1.71605E+01","0.76547"
"1092.50","2.88141E+01","0.54039"
"1093.00","4.04655E+01","0.39292"
"1093.50","5.70443E+01","0.24379"
"1094.00","7.36230E+01","0.13299"
"1094.50","5.93138E+01","0.22684"
"1095.00","4.50056E+01","0.34673"
"1095.50","3.02404E+01","0.51941"
"1096.00","1.54804E+01","0.81022"
"1096.50","1.11594E+01","0.95236"
"1097.00","6.83835E+00","1.16505"
"1097.50","5.29255E+00","1.27634"
"1098.00","3.74674E+00","1.42635"
"1098.50","3.04364E+00","1.51661"
"1099.00","2.34071E+00","1.63065"
"1099.50","1.96697E+00","1.70620"
"1100.00","1.59333E+00","1.79769"
